feature1,feature2,feature3,feature4,feature5
-9.480557610734545,10.06367809483146,6.561208405873017,-5.766713598121323,-6.138363113282572
-2.740360398420423,9.827922276840557,5.363851580297469,2.8720728938098414,-6.758972543960383
2.6714245792055102,-7.704026846804678,-3.9787936358277793,-3.202709338856423,-1.6989561806788236
-7.127261250687739,-9.19836953046846,8.257284990748623,2.6731504148764476,4.3762519316380475
-2.406075788944694,7.283780019579231,5.393572735782112,2.1026633368368266,-7.935013412493004
-7.186455425576516,-4.960610107516403,0.8187901214713547,-1.2634954402645413,-3.5526427330698818
-1.0638129334698165,7.190216254305385,6.968497844649667,2.6983210833224733,-6.199654115634514
-8.026714789621469,-7.716168906220904,7.589608336565744,2.659518326219496,4.973435408554925
-6.281858779594581,-8.506727802356949,7.68603914078047,3.1461991017555144,4.231738623010043
-10.788559445254048,9.975990294268637,5.9777656176053835,-6.183918359740788,-5.466770093182117
-1.660055017120559,7.739767020890952,5.318621437946845,2.0245550945650534,-5.281200735793431
-6.983118110547203,-4.727567444307406,0.09498969195504942,-1.9329521978320043,-3.542110129908928
1.881277829092314,-7.799286648587517,-4.784407459056846,-3.537809883610279,-2.2600035503936557
-9.669562416584041,9.428405652317982,5.533797101947238,-5.289659465604913,-6.68913372728437
-8.72797078114331,7.990927183801342,6.090551899972555,-5.894505098524416,-5.710732994154478
-0.7259268126569132,11.286822570098012,5.2589753142796525,2.0629546483598635,-7.151032251315767
-7.336183865987577,-7.761165280195206,7.501512295102007,3.7540586180445272,2.4737466934950936
2.175584284380754,-7.744595894288614,-3.0891275383724404,-1.4966498645890873,-1.74473506337708
-5.551214475410328,-3.8062914300822164,0.14437660695861887,-1.1273463457657078,-5.539437684706026
-4.0815436812450425,-8.838980830551552,8.271948686216874,2.749762429396268,3.4634499006104735
2.860423227824699,-5.09790758682877,-5.57055203873694,-1.5797556328070046,-1.044993869901353
-10.813272870614231,8.69066312635747,5.838353075089895,-5.958813217479815,-6.790125036235885
-7.557058251234556,-2.629291597312676,-0.8554446112648251,-0.6611467486489974,-5.196660695260086
-8.005128659856588,-7.629240045163252,8.418754471427079,1.8936477498588118,3.7991785724282954
-6.700086963109257,-4.335749116774866,2.773602870083674,-1.4890773406323174,-4.349274114525705
-9.183024873853034,11.146461273251168,8.231236844400014,-5.394737682523318,-6.784802832243064
-7.234700225778928,-9.383880359372897,7.770686328584423,3.204817152534489,4.219515385945344
-5.815371343175844,-2.74032663029152,1.101085978472041,-0.12022380921273279,-5.2317392799103954
4.04669596584342,-6.391753366261528,-4.291059754337285,-3.9988863894763105,0.46620919279865225
1.668748189717244,-9.179380073020022,-4.752627275426703,-2.5136052947247767,0.13500359537494333
-5.7737728015043555,-4.043779901142327,-0.14927267241146336,-2.0698795293892465,-2.4316806259230335
-3.402317896681973,8.679468880803588,6.20025897736098,2.1017206840118132,-6.330050846088603
-8.365304003336313,-3.0042316845483734,1.7617414843616643,-0.7101877988425952,-5.055951221452519
-6.149032786516988,-4.935699862947251,-0.2509605230648452,-3.309739344222557,-3.62604878932235
-4.98773433890657,6.9707926257132,5.8150366625222425,1.564296315536642,-4.683537631854454
1.6024450059403645,-4.7448756649984025,-4.745211744567321,-5.66266723818794,-0.3612556840214063
3.295110676449224,-6.515834161459509,-4.156338537223462,-2.577670459005192,-0.3406674103637234
-6.6801089274442855,-8.461300923605682,7.8118876757132005,2.81848012984041,3.404667137173218
3.682664915228082,-7.961263169345646,-3.674932251744268,-3.6733428702004534,0.8369759814950628
-2.134917567475444,8.92744135106813,5.447171961039185,0.7274036248410329,-5.77190674086957
-9.493465554693415,11.062632598748241,6.615499733098762,-7.267067809035935,-6.041088800448464
-6.620154286731715,-9.278039317072341,7.469801959310057,2.966777367062678,4.573560761058147
-8.224472714971446,-4.171582864379178,1.8138260240729334,-1.2933191288510815,-4.470301194193822
-9.402599323668056,7.928407550604737,7.851725177235153,-4.839637210220114,-5.003952489366532
-3.1568792725870263,-3.411887234054931,1.465383747973414,-1.219029161224617,-5.488190041273475
-5.576311607373313,-3.798597497335641,-0.8624582068528959,-0.37565255554790045,-3.419531021223685
2.5176195471258818,-9.129279273851207,-2.0686516951348186,-2.3104623233528057,-0.516297664540288
-3.163599518221265,8.083621910237934,4.523368457881119,3.637971513181184,-7.763785671095038
-1.9529554355238672,8.854243926467635,5.315749438458383,2.0432946164055763,-6.7229683588361695
2.611957411565478,-8.344556281742378,-2.629840921551096,-2.2543682992781533,-0.032669653917825614
-8.079035664739644,-8.479653050584867,9.337221265033556,0.9750261947731362,3.8195057440896565
-9.981216731790107,9.471038647875552,4.890636812803893,-6.1609232226646995,-6.474119734406803
-4.134796989712202,9.302697276914383,4.077186811787868,0.5520165437951108,-7.396764271600032
-6.707377598573689,-3.5113628250543014,0.6263002675974919,-0.8843743428725748,-4.0469045592477215
2.282076886039912,-7.366784260599486,-3.6513267401556604,-3.6429259798811264,-0.9049134548336419
1.335594408445729,-6.699826963954826,-3.5771163554317136,-2.0554682519182568,-1.4779798971736247
-8.53385988693146,7.666931975272576,6.357369103246715,-5.965474208108088,-6.4729247196552535
-7.868815708849997,-7.554034013575716,6.863352946955779,2.105079771525796,3.9332106082023373
-8.985352328120563,10.192288582406345,6.456399934247516,-5.865894287835943,-6.224693277119249
2.144222868851273,-6.104898241658899,-3.335225689588903,-3.1426144768814432,-2.9706483942737605
